00AR               20211111                                                                                   
0601ARA4N       20220101000190100000005000 0400000030000016   
0601ARA4N       20220101000195100000005000 0400000030000015   
0601ARA4N       20220101000200100000005000 0400000030000015   
0601ARA4N       20220101000205100000005000 0400000030000014   
0601ARA4N       20220101000210100000005000 0400000030000014   
0601ARA4N       20220101000215100000005000 0400000030000014   
0601ARA4N       20220101000220100000005000 0400000030000013   
0601ARA4N       20220101000225100000005000 0400000030000013   
0601ARA4N       20220101000230100000005000 0400000030000013   
0601ARA4N       20220101000235100000005000 0400000030000013   
0601ARA4N       20220101000240100000005000 0400000030000012   
0601ARA4N       20220101000245100000005000 0400000030000012   
0601ARA4N       20220101000250100000005000 0400000030000012   
0601ARA4N       20220101000255100000005000 0400000030000012   
0601ARA4N       20220101000260100000005000 0400000030000011   
0601ARA4N       20220101000265100000005000 0400000030000011   
0601ARA4N       20220101000270100000005000 0400000030000011   
0601ARA4N       20220101000275100000005000 0400000030000011   
0601ARA4N       20220101000280100000005000 0400000030000011   
0601ARA4N       20220101000285100000005000 0400000030000010   
0601ARA4N       20220101000290100000005000 0400000030000010   
0601ARA4N       20220101000295100000005000 0400000030000010   
0601ARA4N       20220101000300100000005000 0400000030000010   
0601ARA4N       20220101000305100000005000 0400000030000010   
0601ARA4N       20220101000310100000005000 0400000030000010   
0601ARA4N       20220101000315100000005000 0400000030000009   
0601ARA4N       20220101000320100000005000 0400000030000009   
0601ARA4N       20220101000325100000005000 0400000030000009   
0601ARA4N       20220101000330100000005000 0400000030000009   
0601ARA4N       20220101000335100000005000 0400000030000009   
0601ARA4N       20220101000340100000005000 0400000030000009   
0601ARA4N       20220101000345100000005000 0400000030000009   
0601ARA4N       20220101000350100000005000 0400000030000009   
0601ARA4N       20220101000355100000005000 0400000030000008   
0601ARA4N       20220101000360100000005000 0400000030000008   
0601ARA4N       20220101000365100000005000 0400000030000008   
0601ARA4N       20220101000370100000005000 0400000030000008   
0601ARA4N       20220101000375100000005000 0400000030000008   
0601ARA4N       20220101000380100000005000 0400000030000008   
0601ARA4N       20220101000385100000005000 0400000030000008   
0601ARA4N       20220101000390100000005000 0400000030000010   
0601ARA4N       20220101000395100000005000 0400000030000016   
0601ARA4N       20220101000400100000005000 0400000030000023   
0601ARA4N       20220101000405100000005000 0400000030000030   
0601ARA4N       20220101000410100000005000 0400000030000038   
0601ARA4N       20220101000415100000005000 0400000030000049   
0601ARA4N       20220101000420100000005000 0400000030000059   
0601ARA4N       20220101000425100000005000 0400000030000072   
0601ARA4N       20220101000430100000005000 0400000030000082   
0601ARA4N       20220101000435100000005000 0400000030000091   
0601ARA4N       20220101000440100000005000 0400000030000101   
0601ARA4N       20220101000445100000005000 0400000030000110   
0601ARA4N       20220101000450100000005000 0400000030000120   
0601ARA4N       20220101000455100000005000 0400000030000131   
0601ARA4N       20220101000460100000005000 0400000030000141   
0601ARA4N       20220101000465100000005000 0400000030000152   
0601ARA4N       20220101000470100000005000 0400000030000162   
0601ARA4N       20220101000475100000005000 0400000030000172   
0601ARA4N       20220101000480100000005000 0400000030000182   
0601ARA4N       20220101000485100000005000 0400000030000191   
0601ARA4N       20220101000490100000005000 0400000030000201   
0601ARA4N       20220101000495100000005000 0400000030000211   
0601ARA4N       20220101000500100000005000 0400000030000221   
0601ARA4N       20220101000505100000005000 0400000030000230   
0601ARA4N       20220101000510100000005000 0400000030000240   
0601ARA4N       20220101000515100000005000 0400000030000249   
0601ARA4N       20220101000520100000005000 0400000030000258   
0601ARA4N       20220101000525100000005000 0400000030000266   
0601ARA4N       20220101000530100000005000 0400000030000275   
0601ARA4N       20220101000535100000005000 0400000030000283   
0601ARA4N       20220101000540100000005000 0400000030000292   
0601ARA4N       20220101000545100000005000 0400000030000300   
0601ARA4N       20220101000550100000005000 0400000030000308   
0601ARA4N       20220101000555100000005000 0400000030000316   
0601ARA4N       20220101000560100000005000 0400000030000327   
0601ARA4N       20220101000565100000005000 0400000030000336   
0601ARA4N       20220101000570100000005000 0400000030000346   
0601ARA4N       20220101000575100000005000 0400000030000355   
0601ARA4N       20220101000580100000005000 0400000030000364   
0601ARA4N       20220101000585100000005000 0400000030000376   
0601ARA4N       20220101000590100000005000 0400000030000385   
0601ARA4N       20220101000595100000005000 0400000030000393   
0601ARA4N       20220101000600100000005000 0400000030000402   
0601ARA4N       20220101000605100000005000 0400000030000410   
0601ARA4N       20220101000610100000005000 0400000030000421   
0601ARA4N       20220101000615100000005000 0400000030000429   
0601ARA4N       20220101000620100000005000 0400000030000437   
0601ARA4N       20220101000625100000005000 0400000030000445   
0601ARA4N       20220101000630100000005000 0400000030000455   
0601ARA4N       20220101000635100000005000 0400000030000462   
0601ARA4N       20220101000640100000005000 0400000030000470   
0601ARA4N       20220101000645100000005000 0400000030000477   
0601ARA4N       20220101000650100000005000 0400000030000485   
0601ARA4N       20220101000655100000005000 0400000030000494   
0601ARA4N       20220101000660100000005000 0400000030000501   
0601ARA4N       20220101000665100000005000 0400000030000508   
0601ARA4N       20220101000670100000005000 0400000030000515   
0601ARA4N       20220101000675100000005000 0400000030000522   
0601ARA4N       20220101000680100000005000 0400000030000530   
0601ARA4N       20220101000685100000005000 0400000030000537   
0601ARA4N       20220101000690100000005000 0400000030000543   
0601ARA4N       20220101000695100000005000 0400000030000550   
0601ARA4N       20220101000700100000005000 0400000030000558   
0601ARA4N       20220101000705100000005000 0400000030000567   
0601ARA4N       20220101000710100000005000 0400000030000574   
0601ARA4N       20220101000715100000005000 0400000030000581   
0601ARA4N       20220101000720100000005000 0400000030000587   
0601ARA4N       20220101000725100000005000 0400000030000594   
0601ARA4N       20220101000730100000005000 0400000030000603   
0601ARA4N       20220101000735100000005000 0400000030000609   
0601ARA4N       20220101000740100000005000 0400000030000616   
0601ARA4N       20220101000745100000005000 0400000030000622   
0601ARA4N       20220101000750100000005000 0400000030000630   
0601ARA4N       20220101000755100000005000 0400000030000637   
0601ARA4N       20220101000760100000005000 0400000030000644   
0601ARA4N       20220101000765100000005000 0400000030000651   
0601ARA4N       20220101000770100000005000 0400000030000658   
0601ARA4N       20220101000775100000005000 0400000030000667   
0601ARA4N       20220101000780100000005000 0400000030000673   
0601ARA4N       20220101000785100000005000 0400000030000680   
0601ARA4N       20220101000790100000005000 0400000030000686   
0601ARA4N       20220101000795100000005000 0400000030000693   
0601ARA4N       20220101000800100000005000 0400000030000701   
0601ARA4N       20220101000805100000005000 0400000030000707   
0601ARA4N       20220101000810100000005000 0400000030000714   
0601ARA4N       20220101000815100000005000 0400000030000721   
0601ARA4N       20220101000820100000005000 0400000030000728   
0601ARA4N       20220101000825100000005000 0400000030000736   
0601ARA4N       20220101000830100000005000 0400000030000743   
0601ARA4N       20220101000835100000005000 0400000030000749   
0601ARA4N       20220101000840100000005000 0400000030000756   
0601ARA4N       20220101000845100000005000 0400000030000764   
0601ARA4N       20220101000850100000005000 0400000030000770   
0601ARA4N       20220101000855100000005000 0400000030000776   
0601ARA4N       20220101000860100000005000 0400000030000783   
0601ARA4N       20220101000865100000005000 0400000030000789   
0601ARA4N       20220101000870100000005000 0400000030000796   
0601ARA4N       20220101000875100000005000 0400000030000802   
0601ARA4N       20220101000880100000005000 0400000030000808   
0601ARA4N       20220101000885100000005000 0400000030000814   
0601ARA4N       20220101000890100000005000 0400000030000820   
0601ARA4N       20220101000895100000005000 0400000030000827   
0601ARA4N       20220101000900100000005000 0400000030000833   
0601ARA4N       20220101000905100000005000 0400000030000839   
0601ARA4N       20220101000910100000005000 0400000030000844   
0601ARA4N       20220101000915100000005000 0400000030000850   
0601ARA4N       20220101000920100000005000 0400000030000857   
0601ARA4N       20220101000925100000005000 0400000030000863   
0601ARA4N       20220101000930100000005000 0400000030000868   
0601ARA4N       20220101000935100000005000 0400000030000873   
0601ARA4N       20220101000940100000005000 0400000030000878   
0601ARA4N       20220101000945100000005000 0400000030000885   
0601ARA4N       20220101000950100000005000 0400000030000890   
0601ARA4N       20220101000955100000005000 0400000030000895   
0601ARA4N       20220101000960100000005000 0400000030000900   
0601ARA4N       20220101000965100000005000 0400000030000907   
0601ARA4N       20220101000970100000005000 0400000030000912   
0601ARA4N       20220101000975100000005000 0400000030000917   
0601ARA4N       20220101000980100000005000 0400000030000922   
0601ARA4N       20220101000985100000005000 0400000030000926   
0601ARA4N       20220101000990100000005000 0400000030000933   
0601ARA4N       20220101000995100000005000 0400000030000938   
0601ARA4N       20220101001000100000005000 0400000030000942   
0601ARA4N       20220101001005100000005000 0400000030000947   
0601ARA4N       20220101001010100000005000 0400000030000952   
0601ARA4N       20220101001015100000005000 0400000030000959   
0601ARA4N       20220101001020100000005000 0400000030000963   
