00GE               20211117                                                                                   
0601GEA4N       20220101003305005000010000 0400000000002566   
0601GEA4N       20220101003315005000010000 0400000000002570   
0601GEA4N       20220101003325005000010000 0400000000002574   
0601GEA4N       20220101003335005000010000 0400000000002578   
0601GEA4N       20220101003345005000010000 0400000000002582   
0601GEA4N       20220101003355005000010000 0400000000002586   
0601GEA4N       20220101003365005000010000 0400000000002590   
0601GEA4N       20220101003375005000010000 0400000000002595   
0601GEA4N       20220101003385005000010000 0400000000002598   
0601GEA4N       20220101003395005000010000 0400000000002602   
0601GEA4N       20220101003405005000010000 0400000000002606   
0601GEA4N       20220101003415005000010000 0400000000002610   
0601GEA4N       20220101003425005000010000 0400000000002614   
0601GEA4N       20220101003435005000010000 0400000000002618   
0601GEA4N       20220101003445005000010000 0400000000002622   
0601GEA4N       20220101003455005000010000 0400000000002626   
0601GEA4N       20220101003465005000010000 0400000000002630   
0601GEA4N       20220101003475005000010000 0400000000002633   
0601GEA4N       20220101003485005000010000 0400000000002637   
0601GEA4N       20220101003495005000010000 0400000000002641   
0601GEA4N       20220101003505005000010000 0400000000002645   
0601GEA4N       20220101003515005000010000 0400000000002649   
0601GEA4N       20220101003525005000010000 0400000000002652   
0601GEA4N       20220101003535005000010000 0400000000002656   
0601GEA4N       20220101003545005000010000 0400000000002660   
0601GEA4N       20220101003555005000010000 0400000000002663   
0601GEA4N       20220101003565005000010000 0400000000002667   
0601GEA4N       20220101003575005000010000 0400000000002670   
0601GEA4N       20220101003585005000010000 0400000000002674   
0601GEA4N       20220101003595005000010000 0400000000002678   
0601GEA4N       20220101003605005000010000 0400000000002681   
0601GEA4N       20220101003615005000010000 0400000000002684   
0601GEA4N       20220101003625005000010000 0400000000002688   
0601GEA4N       20220101003635005000010000 0400000000002691   
0601GEA4N       20220101003645005000010000 0400000000002695   
0601GEA4N       20220101003655005000010000 0400000000002698   
0601GEA4N       20220101003665005000010000 0400000000002702   
0601GEA4N       20220101003675005000010000 0400000000002705   
0601GEA4N       20220101003685005000010000 0400000000002709   
0601GEA4N       20220101003695005000010000 0400000000002712   
0601GEA4N       20220101003705005000010000 0400000000002715   
0601GEA4N       20220101003715005000010000 0400000000002718   
0601GEA4N       20220101003725005000010000 0400000000002722   
0601GEA4N       20220101003735005000010000 0400000000002725   
0601GEA4N       20220101003745005000010000 0400000000002728   
0601GEA4N       20220101003755005000010000 0400000000002732   
0601GEA4N       20220101003765005000010000 0400000000002735   
0601GEA4N       20220101003775005000010000 0400000000002738   
0601GEA4N       20220101003785005000010000 0400000000002741   
0601GEA4N       20220101003795005000010000 0400000000002745   
0601GEA4N       20220101003805005000010000 0400000000002748   
0601GEA4N       20220101003815005000010000 0400000000002751   
0601GEA4N       20220101003825005000010000 0400000000002754   
0601GEA4N       20220101003835005000010000 0400000000002757   
0601GEA4N       20220101003845005000010000 0400000000002760   
0601GEA4N       20220101003855005000010000 0400000000002763   
0601GEA4N       20220101003865005000010000 0400000000002766   
0601GEA4N       20220101003875005000010000 0400000000002770   
0601GEA4N       20220101003885005000010000 0400000000002772   
0601GEA4N       20220101003895005000010000 0400000000002776   
0601GEA4N       20220101003905005000010000 0400000000002779   
0601GEA4N       20220101003915005000010000 0400000000002782   
0601GEA4N       20220101003925005000010000 0400000000002785   
0601GEA4N       20220101003935005000010000 0400000000002787   
0601GEA4N       20220101003945005000010000 0400000000002790   
0601GEA4N       20220101003955005000010000 0400000000002794   
0601GEA4N       20220101003965005000010000 0400000000002796   
0601GEA4N       20220101003975005000010000 0400000000002799   
0601GEA4N       20220101003985005000010000 0400000000002802   
0601GEA4N       20220101003995005000010000 0400000000002805   
0601GEA4N       20220101004005005000010000 0400000000002808   
0601GEA4N       20220101004015005000010000 0400000000002811   
0601GEA4N       20220101004025005000010000 0400000000002814   
0601GEA4N       20220101004035005000010000 0400000000002816   
0601GEA4N       20220101004045005000010000 0400000000002819   
0601GEA4N       20220101004055005000010000 0400000000002822   
0601GEA4N       20220101004065005000010000 0400000000002825   
0601GEA4N       20220101004075005000010000 0400000000002827   
0601GEA4N       20220101004085005000010000 0400000000002830   
0601GEA4N       20220101004095005000010000 0400000000002833   
0601GEA4N       20220101004105005000010000 0400000000002836   
0601GEA4N       20220101004115005000010000 0400000000002838   
0601GEA4N       20220101004125005000010000 0400000000002841   
0601GEA4N       20220101004135005000010000 0400000000002844   
0601GEA4N       20220101004145005000010000 0400000000002847   
0601GEA4N       20220101004155005000010000 0400000000002849   
0601GEA4N       20220101004165005000010000 0400000000002852   
0601GEA4N       20220101004175005000010000 0400000000002855   
0601GEA4N       20220101004185005000010000 0400000000002857   
0601GEA4N       20220101004195005000010000 0400000000002860   
0601GEA4N       20220101004205005000010000 0400000000002862   
0601GEA4N       20220101004215005000010000 0400000000002865   
0601GEA4N       20220101004225005000010000 0400000000002867   
0601GEA4N       20220101004235005000010000 0400000000002870   
0601GEA4N       20220101004245005000010000 0400000000002873   
0601GEA4N       20220101004255005000010000 0400000000002875   
0601GEA4N       20220101004265005000010000 0400000000002878   
0601GEA4N       20220101004275005000010000 0400000000002880   
0601GEA4N       20220101004285005000010000 0400000000002883   
0601GEA4N       20220101004295005000010000 0400000000002885   
0601GEA4N       20220101004305005000010000 0400000000002888   
0601GEA4N       20220101004315005000010000 0400000000002890   
0601GEA4N       20220101004325005000010000 0400000000002892   
0601GEA4N       20220101004335005000010000 0400000000002895   
0601GEA4N       20220101004345005000010000 0400000000002898   
0601GEA4N       20220101004355005000010000 0400000000002900   
0601GEA4N       20220101004365005000010000 0400000000002903   
0601GEA4N       20220101004375005000010000 0400000000002906   
0601GEA4N       20220101004385005000010000 0400000000002908   
0601GEA4N       20220101004395005000010000 0400000000002911   
0601GEA4N       20220101004405005000010000 0400000000002913   
0601GEA4N       20220101004415005000010000 0400000000002916   
0601GEA4N       20220101004425005000010000 0400000000002918   
0601GEA4N       20220101004435005000010000 0400000000002921   
0601GEA4N       20220101004445005000010000 0400000000002923   
0601GEA4N       20220101004455005000010000 0400000000002926   
0601GEA4N       20220101004465005000010000 0400000000002928   
0601GEA4N       20220101004475005000010000 0400000000002931   
0601GEA4N       20220101004485005000010000 0400000000002933   
0601GEA4N       20220101004495005000010000 0400000000002935   
0601GEA4N       20220101004505005000010000 0400000000002938   
0601GEA4N       20220101004515005000010000 0400000000002940   
0601GEA4N       20220101004525005000010000 0400000000002943   
0601GEA4N       20220101004535005000010000 0400000000002945   
0601GEA4N       20220101004545005000010000 0400000000002947   
0601GEA4N       20220101004555005000010000 0400000000002950   
0601GEA4N       20220101004565005000010000 0400000000002952   
0601GEA4N       20220101004575005000010000 0400000000002954   
0601GEA4N       20220101004585005000010000 0400000000002957   
0601GEA4N       20220101004595005000010000 0400000000002959   
0601GEA4N       20220101004605005000010000 0400000000002962   
0601GEA4N       20220101004615005000010000 0400000000002964   
0601GEA4N       20220101004625005000010000 0400000000002966   
0601GEA4N       20220101004635005000010000 0400000000002968   
0601GEA4N       20220101004645005000010000 0400000000002971   
0601GEA4N       20220101004655005000010000 0400000000002973   
0601GEA4N       20220101004665005000010000 0400000000002975   
0601GEA4N       20220101004675005000010000 0400000000002978   
0601GEA4N       20220101004685005000010000 0400000000002980   
0601GEA4N       20220101004695005000010000 0400000000002982   
0601GEA4N       20220101004705005000010000 0400000000002984   
0601GEA4N       20220101004715005000010000 0400000000002986   
0601GEA4N       20220101004725005000010000 0400000000002989   
0601GEA4N       20220101004735005000010000 0400000000002991   
0601GEA4N       20220101004745005000010000 0400000000002993   
0601GEA4N       20220101004755005000010000 0400000000002995   
0601GEA4N       20220101004765005000010000 0400000000002998   
0601GEA4N       20220101004775005000010000 0400000000003000   
0601GEA4N       20220101004785005000010000 0400000000003002   
0601GEA4N       20220101004795005000010000 0400000000003004   
0601GEA4N       20220101004805005000010000 0400000000003006   
0601GEA4N       20220101004815005000010000 0400000000003008   
0601GEA4N       20220101004825005000010000 0400000000003010   
0601GEA4N       20220101004835005000020000 0400000000003013   
0601GEA4N       20220101004855005000020000 0400000000003018   
0601GEA4N       20220101004875005000020000 0400000000003022   
0601GEA4N       20220101004895005000020000 0400000000003026   
0601GEA4N       20220101004915005000020000 0400000000003030   
0601GEA4N       20220101004935005000020000 0400000000003034   
0601GEA4N       20220101004955005000020000 0400000000003038   
0601GEA4N       20220101004975005000020000 0400000000003042   
0601GEA4N       20220101004995005000020000 0400000000003046   
0601GEA4N       20220101005015005000020000 0400000000003050   
0601GEA4N       20220101005035005000020000 0400000000003054   
0601GEA4N       20220101005055005000020000 0400000000003058   
0601GEA4N       20220101005075005000020000 0400000000003062   
0601GEA4N       20220101005095005000020000 0400000000003065   
