00OW               20211111                                                                                   
0601OWA8Y       20220101000055100000005000 0800000030000052   
0601OWA8Y       20220101000060100000005000 0800000030000048   
0601OWA8Y       20220101000065100000005000 0800000030000044   
0601OWA8Y       20220101000070100000005000 0800000030000041   
0601OWA8Y       20220101000075100000005000 0800000030000039   
0601OWA8Y       20220101000080100000005000 0800000030000036   
0601OWA8Y       20220101000085100000005000 0800000030000034   
0601OWA8Y       20220101000090100000005000 0800000030000032   
0601OWA8Y       20220101000095100000005000 0800000030000031   
0601OWA8Y       20220101000100100000005000 0800000030000029   
0601OWA8Y       20220101000105100000005000 0800000030000028   
0601OWA8Y       20220101000110100000005000 0800000030000027   
0601OWA8Y       20220101000115100000005000 0800000030000026   
0601OWA8Y       20220101000120100000005000 0800000030000024   
0601OWA8Y       20220101000125100000005000 0800000030000024   
0601OWA8Y       20220101000130100000005000 0800000030000023   
0601OWA8Y       20220101000135100000005000 0800000030000022   
0601OWA8Y       20220101000140100000005000 0800000030000021   
0601OWA8Y       20220101000145100000005000 0800000030000020   
0601OWA8Y       20220101000150100000005000 0800000030000020   
0601OWA8Y       20220101000155100000005000 0800000030000019   
0601OWA8Y       20220101000160100000005000 0800000030000018   
0601OWA8Y       20220101000165100000005000 0800000030000018   
0601OWA8Y       20220101000170100000005000 0800000030000017   
0601OWA8Y       20220101000175100000005000 0800000030000017   
0601OWA8Y       20220101000180100000005000 0800000030000016   
0601OWA8Y       20220101000185100000005000 0800000030000016   
0601OWA8Y       20220101000190100000005000 0800000030000016   
0601OWA8Y       20220101000195100000005000 0800000030000015   
0601OWA8Y       20220101000200100000005000 0800000030000015   
0601OWA8Y       20220101000205100000005000 0800000030000014   
0601OWA8Y       20220101000210100000005000 0800000030000014   
0601OWA8Y       20220101000215100000005000 0800000030000014   
0601OWA8Y       20220101000220100000005000 0800000030000013   
0601OWA8Y       20220101000225100000005000 0800000030000013   
0601OWA8Y       20220101000230100000005000 0800000030000013   
0601OWA8Y       20220101000235100000005000 0800000030000013   
0601OWA8Y       20220101000240100000005000 0800000030000012   
0601OWA8Y       20220101000245100000005000 0800000030000012   
0601OWA8Y       20220101000250100000005000 0800000030000012   
0601OWA8Y       20220101000255100000005000 0800000030000012   
0601OWA8Y       20220101000260100000005000 0800000030000011   
0601OWA8Y       20220101000265100000005000 0800000030000011   
0601OWA8Y       20220101000270100000005000 0800000030000011   
0601OWA8Y       20220101000275100000005000 0800000030000011   
0601OWA8Y       20220101000280100000005000 0800000030000011   
0601OWA8Y       20220101000285100000005000 0800000030000010   
0601OWA8Y       20220101000290100000005000 0800000030000010   
0601OWA8Y       20220101000295100000005000 0800000030000010   
0601OWA8Y       20220101000300100000005000 0800000030000010   
0601OWA8Y       20220101000305100000005000 0800000030000010   
0601OWA8Y       20220101000310100000005000 0800000030000010   
0601OWA8Y       20220101000315100000005000 0800000030000009   
0601OWA8Y       20220101000320100000005000 0800000030000009   
0601OWA8Y       20220101000325100000005000 0800000030000009   
0601OWA8Y       20220101000330100000005000 0800000030000009   
0601OWA8Y       20220101000335100000005000 0800000030000009   
0601OWA8Y       20220101000340100000005000 0800000030000009   
0601OWA8Y       20220101000345100000005000 0800000030000009   
0601OWA8Y       20220101000350100000005000 0800000030000009   
0601OWA8Y       20220101000355100000005000 0800000030000008   
0601OWA8Y       20220101000360100000005000 0800000030000008   
0601OWA8Y       20220101000365100000005000 0800000030000008   
0601OWA8Y       20220101000370100000005000 0800000030000008   
0601OWA8Y       20220101000375100000005000 0800000030000008   
0601OWA8Y       20220101000380100000005000 0800000030000008   
0601OWA8Y       20220101000385100000005000 0800000030000008   
0601OWA8Y       20220101000390100000005000 0800000030000008   
0601OWA8Y       20220101000395100000005000 0800000030000008   
0601OWA8Y       20220101000400100000005000 0800000030000007   
0601OWA8Y       20220101000405100000005000 0800000030000007   
0601OWA8Y       20220101000410100000005000 0800000030000007   
0601OWA8Y       20220101000415100000005000 0800000030000007   
0601OWA8Y       20220101000420100000005000 0800000030000007   
0601OWA8Y       20220101000425100000005000 0800000030000007   
0601OWA8Y       20220101000430100000005000 0800000030000007   
0601OWA8Y       20220101000435100000005000 0800000030000007   
0601OWA8Y       20220101000440100000005000 0800000030000007   
0601OWA8Y       20220101000445100000005000 0800000030000007   
0601OWA8Y       20220101000450100000005000 0800000030000007   
0601OWA8Y       20220101000455100000005000 0800000030000007   
0601OWA8Y       20220101000460100000005000 0800000030000006   
0601OWA8Y       20220101000465100000005000 0800000030000006   
0601OWA8Y       20220101000470100000005000 0800000030000006   
0601OWA8Y       20220101000475100000005000 0800000030000006   
0601OWA8Y       20220101000480100000005000 0800000030000006   
0601OWA8Y       20220101000485100000005000 0800000030000006   
0601OWA8Y       20220101000490100000005000 0800000030000006   
0601OWA8Y       20220101000495100000005000 0800000030000006   
0601OWA8Y       20220101000500100000005000 0800000030000006   
0601OWA8Y       20220101000505100000005000 0800000030000006   
0601OWA8Y       20220101000510100000005000 0800000030000006   
0601OWA8Y       20220101000515100000005000 0800000030000006   
0601OWA8Y       20220101000520100000005000 0800000030000006   
0601OWA8Y       20220101000525100000005000 0800000030000006   
0601OWA8Y       20220101000530100000005000 0800000030000006   
0601OWA8Y       20220101000535100000005000 0800000030000006   
0601OWA8Y       20220101000540100000005000 0800000030000006   
0601OWA8Y       20220101000545100000005000 0800000030000005   
0601OWA8Y       20220101000550100000005000 0800000030000005   
0601OWA8Y       20220101000555100000005000 0800000030000005   
0601OWA8Y       20220101000560100000005000 0800000030000005   
0601OWA8Y       20220101000565100000005000 0800000030000005   
0601OWA8Y       20220101000570100000005000 0800000030000005   
0601OWA8Y       20220101000575100000005000 0800000030000005   
0601OWA8Y       20220101000580100000005000 0800000030000005   
0601OWA8Y       20220101000585100000005000 0800000030000005   
0601OWA8Y       20220101000590100000005000 0800000030000005   
0601OWA8Y       20220101000595100000005000 0800000030000005   
0601OWA8Y       20220101000600100000005000 0800000030000005   
0601OWA8Y       20220101000605100000005000 0800000030000005   
0601OWA8Y       20220101000610100000005000 0800000030000005   
0601OWA8Y       20220101000615100000005000 0800000030000005   
0601OWA8Y       20220101000620100000005000 0800000030000005   
0601OWA8Y       20220101000625100000005000 0800000030000005   
0601OWA8Y       20220101000630100000005000 0800000030000005   
0601OWA8Y       20220101000635100000005000 0800000030000005   
0601OWA8Y       20220101000640100000005000 0800000030000005   
0601OWA8Y       20220101000645100000005000 0800000030000005   
0601OWA8Y       20220101000650100000005000 0800000030000005   
0601OWA8Y       20220101000655100000005000 0800000030000005   
0601OWA8Y       20220101000660100000005000 0800000030000005   
0601OWA8Y       20220101000665100000005000 0800000030000004   
0601OWA8Y       20220101000670100000005000 0800000030000004   
0601OWA8Y       20220101000675100000005000 0800000030000004   
0601OWA8Y       20220101000680100000005000 0800000030000004   
0601OWA8Y       20220101000685100000005000 0800000030000004   
0601OWA8Y       20220101000690100000005000 0800000030000004   
0601OWA8Y       20220101000695100000005000 0800000030000004   
0601OWA8Y       20220101000700100000005000 0800000030000004   
0601OWA8Y       20220101000705100000005000 0800000030000004   
0601OWA8Y       20220101000710100000005000 0800000030000004   
0601OWA8Y       20220101000715100000005000 0800000030000004   
0601OWA8Y       20220101000720100000005000 0800000030000015   
0601OWA8Y       20220101000725100000005000 0800000030000023   
0601OWA8Y       20220101000730100000005000 0800000030000031   
0601OWA8Y       20220101000735100000005000 0800000030000041   
0601OWA8Y       20220101000740100000005000 0800000030000050   
0601OWA8Y       20220101000745100000005000 0800000030000058   
0601OWA8Y       20220101000750100000005000 0800000030000066   
0601OWA8Y       20220101000755100000005000 0800000030000074   
0601OWA8Y       20220101000760100000005000 0800000030000081   
0601OWA8Y       20220101000765100000005000 0800000030000091   
0601OWA8Y       20220101000770100000005000 0800000030000098   
0601OWA8Y       20220101000775100000005000 0800000030000105   
0601OWA8Y       20220101000780100000005000 0800000030000114   
0601OWA8Y       20220101000785100000005000 0800000030000122   
0601OWA8Y       20220101000790100000005000 0800000030000129   
0601OWA8Y       20220101000795100000005000 0800000030000138   
0601OWA8Y       20220101000800100000005000 0800000030000146   
0601OWA8Y       20220101000805100000005000 0800000030000152   
0601OWA8Y       20220101000810100000005000 0800000030000161   
0601OWA8Y       20220101000815100000005000 0800000030000169   
0601OWA8Y       20220101000820100000005000 0800000030000176   
0601OWA8Y       20220101000825100000005000 0800000030000182   
0601OWA8Y       20220101000830100000005000 0800000030000191   
0601OWA8Y       20220101000835100000005000 0800000030000198   
0601OWA8Y       20220101000840100000005000 0800000030000204   
0601OWA8Y       20220101000845100000005000 0800000030000211   
0601OWA8Y       20220101000850100000005000 0800000030000219   
0601OWA8Y       20220101000855100000005000 0800000030000225   
0601OWA8Y       20220101000860100000005000 0800000030000232   
0601OWA8Y       20220101000865100000005000 0800000030000237   
0601OWA8Y       20220101000870100000005000 0800000030000244   
0601OWA8Y       20220101000875100000005000 0800000030000252   
0601OWA8Y       20220101000880100000005000 0800000030000257   
0601OWA8Y       20220101000885100000005000 0800000030000264   
0601OWA8Y       20220101000890100000005000 0800000030000269   
0601OWA8Y       20220101000895100000005000 0800000030000276   
0601OWA8Y       20220101000900100000005000 0800000030000283   
0601OWA8Y       20220101000905100000005000 0800000030000288   
0601OWA8Y       20220101000910100000005000 0800000030000294   
0601OWA8Y       20220101000915100000005000 0800000030000300   
0601OWA8Y       20220101000920100000005000 0800000030000306   
0601OWA8Y       20220101000925100000005000 0800000030000312   
0601OWA8Y       20220101000930100000005000 0800000030000317   
0601OWA8Y       20220101000935100000005000 0800000030000322   
0601OWA8Y       20220101000940100000005000 0800000030000329   
0601OWA8Y       20220101000945100000005000 0800000030000335   
0601OWA8Y       20220101000950100000005000 0800000030000339   
0601OWA8Y       20220101000955100000005000 0800000030000345   
0601OWA8Y       20220101000960100000005000 0800000030000351   
0601OWA8Y       20220101000965100000005000 0800000030000357   
0601OWA8Y       20220101000970100000005000 0800000030000361   
0601OWA8Y       20220101000975100000005000 0800000030000366   
0601OWA8Y       20220101000980100000005000 0800000030000370   
