00SG               20211210                                                                                   
0601SGH8N       20220101002120100000005000 0800000050000864   
0601SGH8N       20220101002125100000005000 0800000050000868   
0601SGH8N       20220101002130100000005000 0800000050000874   
0601SGH8N       20220101002135100000005000 0800000050000879   
0601SGH8N       20220101002140100000005000 0800000050000883   
0601SGH8N       20220101002145100000005000 0800000050000888   
0601SGH8N       20220101002150100000005000 0800000050000894   
0601SGH8N       20220101002155100000005000 0800000050000897   
0601SGH8N       20220101002160100000005000 0800000050000903   
0601SGH8N       20220101002165100000005000 0800000050000908   
0601SGH8N       20220101002170100000005000 0800000050000912   
0601SGH8N       20220101002175100000005000 0800000050000917   
0601SGH8N       20220101002180100000005000 0800000050000923   
0601SGH8N       20220101002185100000005000 0800000050000926   
0601SGH8N       20220101002190100000005000 0800000050000931   
0601SGH8N       20220101002195100000005000 0800000050000937   
0601SGH8N       20220101002200100000005000 0800000050000940   
0601SGH8N       20220101002205100000005000 0800000050000945   
0601SGH8N       20220101002210100000005000 0800000050000951   
0601SGH8N       20220101002215100000005000 0800000050000954   
0601SGH8N       20220101002220100000005000 0800000050000959   
0601SGH8N       20220101002225100000005000 0800000050000964   
0601SGH8N       20220101002230100000005000 0800000050000968   
0601SGH8N       20220101002235100000005000 0800000050000972   
0601SGH8N       20220101002240100000005000 0800000050000978   
0601SGH8N       20220101002245100000005000 0800000050000981   
0601SGH8N       20220101002250100000005000 0800000050000986   
0601SGH8N       20220101002255100000005000 0800000050000991   
0601SGH8N       20220101002260100000005000 0800000050000994   
0601SGH8N       20220101002265100000005000 0800000050000999   
0601SGH8N       20220101002270100000005000 0800000050001004   
0601SGH8N       20220101002275100000005000 0800000050001007   
0601SGH8N       20220101002280100000005000 0800000050001012   
0601SGH8N       20220101002285100000005000 0800000050001017   
0601SGH8N       20220101002290100000005000 0800000050001020   
0601SGH8N       20220101002295100000005000 0800000050001025   
0601SGH8N       20220101002300100000005000 0800000050001030   
0601SGH8N       20220101002305100000005000 0800000050001033   
0601SGH8N       20220101002310100000005000 0800000050001038   
0601SGH8N       20220101002315100000005000 0800000050001043   
0601SGH8N       20220101002320100000005000 0800000050001046   
0601SGH8N       20220101002325100000005000 0800000050001050   
0601SGH8N       20220101002330100000005000 0800000050001055   
0601SGH8N       20220101002335100000005000 0800000050001058   
0601SGH8N       20220101002340100000005000 0800000050001063   
0601SGH8N       20220101002345100000005000 0800000050001066   
0601SGH8N       20220101002350100000005000 0800000050001071   
0601SGH8N       20220101002355100000005000 0800000050001075   
0601SGH8N       20220101002360100000005000 0800000050001078   
0601SGH8N       20220101002365100000005000 0800000050001083   
0601SGH8N       20220101002370100000005000 0800000050001087   
0601SGH8N       20220101002375100000005000 0800000050001090   
0601SGH8N       20220101002380100000005000 0800000050001095   
0601SGH8N       20220101002385100000005000 0800000050001099   
0601SGH8N       20220101002390100000005000 0800000050001102   
0601SGH8N       20220101002395100000005000 0800000050001107   
0601SGH8N       20220101002400100000005000 0800000050001111   
0601SGH8N       20220101002405100000005000 0800000050001114   
0601SGH8N       20220101002410100000005000 0800000050001118   
0601SGH8N       20220101002415100000005000 0800000050001122   
0601SGH8N       20220101002420100000005000 0800000050001125   
0601SGH8N       20220101002425100000005000 0800000050001130   
0601SGH8N       20220101002430100000005000 0800000050001134   
0601SGH8N       20220101002435100000005000 0800000050001137   
0601SGH8N       20220101002440100000005000 0800000050001141   
0601SGH8N       20220101002445100000005000 0800000050001145   
0601SGH8N       20220101002450100000005000 0800000050001148   
0601SGH8N       20220101002455100000005000 0800000050001153   
0601SGH8N       20220101002460100000005000 0800000050001157   
0601SGH8N       20220101002465100000005000 0800000050001159   
0601SGH8N       20220101002470100000005000 0800000050001164   
0601SGH8N       20220101002475100000005000 0800000050001168   
0601SGH8N       20220101002480100000005000 0800000050001170   
0601SGH8N       20220101002485100000005000 0800000050001174   
0601SGH8N       20220101002490100000005000 0800000050001179   
0601SGH8N       20220101002495100000005000 0800000050001181   
0601SGH8N       20220101002500100000050000 0800000050001201   
0601SGH8N       20220101002550100000050000 0800000050001237   
0601SGH8N       20220101002600100000050000 0800000050001269   
0601SGH8N       20220101002650100000050000 0800000050001301   
0601SGH8N       20220101002700100000050000 0800000050001332   
0601SGH8N       20220101002750100000050000 0800000050001363   
0601SGH8N       20220101002800100000050000 0800000050001393   
0601SGH8N       20220101002850100000050000 0800000050001420   
0601SGH8N       20220101002900100000050000 0800000050001448   
0601SGH8N       20220101002950100000050000 0800000050001474   
0601SGH8N       20220101003000100000050000 0800000050001500   
0601SGH8N       20220101003050100000050000 0800000050001525   
0601SGH8N       20220101003100100000050000 0800000050001548   
0601SGH8N       20220101003150100000050000 0800000050001572   
0601SGH8N       20220101003200100000050000 0800000050001593   
0601SGH8N       20220101003250100000050000 0800000050001616   
0601SGH8N       20220101003300100000050000 0800000050001637   
0601SGH8N       20220101003350100000050000 0800000050001657   
0601SGH8N       20220101003400100000050000 0800000050001677   
0601SGH8N       20220101003450100000050000 0800000050001697   
0601SGH8N       20220101003500100000050000 0800000050001715   
0601SGH8N       20220101003550100000050000 0800000050001734   
0601SGH8N       20220101003600100000050000 0800000050001751   
0601SGH8N       20220101003650100000050000 0800000050001769   
0601SGH8N       20220101003700100000050000 0800000050001786   
0601SGH8N       20220101003750100000050000 0800000050001802   
0601SGH8N       20220101003800100000050000 0800000050001818   
0601SGH8N       20220101003850100000050000 0800000050001833   
0601SGH8N       20220101003900100000050000 0800000050001849   
0601SGH8N       20220101003950100000050000 0800000050001864   
0601SGH8N       20220101004000100000050000 0800000050001877   
0601SGH8N       20220101004050100000050000 0800000050001892   
0601SGH8N       20220101004100100000050000 0800000050001905   
0601SGH8N       20220101004150100000050000 0800000050001919   
0601SGH8N       20220101004200100000050000 0800000050001932   
0601SGH8N       20220101004250100000050000 0800000050001944   
0601SGH8N       20220101004300100000050000 0800000050001957   
0601SGH8N       20220101004350100000050000 0800000050001970   
0601SGH8N       20220101004400100000050000 0800000050001981   
0601SGH8N       20220101004450100000050000 0800000050001993   
0601SGH8N       20220101004500100000050000 0800000050002004   
0601SGH8N       20220101004550100000050000 0800000050002015   
0601SGH8N       20220101004600100000050000 0800000050002026   
0601SGH8N       20220101004650100000050000 0800000050002037   
0601SGH8N       20220101004700100000050000 0800000050002047   
0601SGH8N       20220101004750100000050000 0800000050002057   
0601SGH8N       20220101004800100000050000 0800000050002067   
0601SGH8N       20220101004850100000050000 0800000050002077   
0601SGH8N       20220101004900100000050000 0800000050002086   
0601SGH8N       20220101004950100000050000 0800000050002096   
0601SGH8N       20220101005000100000050000 0800000050002105   
0601SGH8N       20220101005050100000050000 0800000050002114   
0601SGH8N       20220101005100100000050000 0800000050002123   
0601SGH8N       20220101005150100000050000 0800000050002131   
0601SGH8N       20220101005200100000050000 0800000050002140   
0601SGH8N       20220101005250100000050000 0800000050002148   
0601SGH8N       20220101005300100000050000 0800000050002157   
0601SGH8N       20220101005350100000050000 0800000050002165   
0601SGH8N       20220101005400100000050000 0800000050002172   
0601SGH8N       20220101005450100000050000 0800000050002180   
0601SGH8N       20220101005500100000050000 0800000050002188   
0601SGH8N       20220101005550100000050000 0800000050002195   
0601SGH8N       20220101005600100000050000 0800000050002203   
0601SGH8N       20220101005650100000050000 0800000050002209   
0601SGH8N       20220101005700100000050000 0800000050002214   
0601SGH8N       20220101005750100000050000 0800000050002220   
0601SGH8N       20220101005800100000050000 0800000050002225   
0601SGH8N       20220101005850100000050000 0800000050002231   
0601SGH8N       20220101005900100000050000 0800000050002235   
0601SGH8N       20220101005950100000050000 0800000050002241   
0601SGH8N       20220101006000100000050000 0800000050002246   
0601SGH8N       20220101006050100000050000 0800000050002250   
0601SGH8N       20220101006100100000050000 0800000050002255   
0601SGH8N       20220101006150100000050000 0800000050002260   
0601SGH8N       20220101006200100000050000 0800000050002265   
0601SGH8N       20220101006250100000050000 0800000050002270   
0601SGH8N       20220101006300100000050000 0800000050002274   
0601SGH8N       20220101006350100000050000 0800000050002278   
0601SGH8N       20220101006400100000050000 0800000050002283   
0601SGH8N       20220101006450100000050000 0800000050002287   
0601SGH8N       20220101006500100000050000 0800000050002292   
0601SGH8N       20220101006550100000050000 0800000050002295   
0601SGH8N       20220101006600100000050000 0800000050002300   
0601SGH8N       20220101006650100000050000 0800000050002304   
0601SGH8N       20220101006700100000050000 0800000050002308   
0601SGH8N       20220101006750100000050000 0800000050002312   
0601SGH8N       20220101006800100000050000 0800000050002315   
0601SGH8N       20220101006850100000050000 0800000050002319   
0601SGH8N       20220101006900100000050000 0800000050002323   
0601SGH8N       20220101006950100000050000 0800000050002327   
0601SGH8N       20220101007000100000050000 0800000050002331   
