00BL               20211111                                                                                   
0601BLA5N       20220101000485100000005000 0500000000000021   
0601BLA5N       20220101000490100000005000 0500000000000020   
0601BLA5N       20220101000495100000005000 0500000000000020   
0601BLA5N       20220101000500100000005000 0500000000000020   
0601BLA5N       20220101000505100000005000 0500000000000020   
0601BLA5N       20220101000510100000005000 0500000000000020   
0601BLA5N       20220101000515100000005000 0500000000000019   
0601BLA5N       20220101000520100000005000 0500000000000021   
0601BLA5N       20220101000525100000005000 0500000000000021   
0601BLA5N       20220101000530100000005000 0500000000000021   
0601BLA5N       20220101000535100000005000 0500000000000020   
0601BLA5N       20220101000540100000005000 0500000000000020   
0601BLA5N       20220101000545100000005000 0500000000000020   
0601BLA5N       20220101000550100000005000 0500000000000020   
0601BLA5N       20220101000555100000005000 0500000000000020   
0601BLA5N       20220101000560100000005000 0500000000000021   
0601BLA5N       20220101000565100000005000 0500000000000021   
0601BLA5N       20220101000570100000005000 0500000000000021   
0601BLA5N       20220101000575100000005000 0500000000000021   
0601BLA5N       20220101000580100000005000 0500000000000024   
0601BLA5N       20220101000585100000005000 0500000000000036   
0601BLA5N       20220101000590100000005000 0500000000000052   
0601BLA5N       20220101000595100000005000 0500000000000069   
0601BLA5N       20220101000600100000005000 0500000000000086   
0601BLA5N       20220101000605100000005000 0500000000000102   
0601BLA5N       20220101000610100000005000 0500000000000118   
0601BLA5N       20220101000615100000005000 0500000000000133   
0601BLA5N       20220101000620100000005000 0500000000000149   
0601BLA5N       20220101000625100000005000 0500000000000164   
0601BLA5N       20220101000630100000005000 0500000000000179   
0601BLA5N       20220101000635100000005000 0500000000000195   
0601BLA5N       20220101000640100000005000 0500000000000209   
0601BLA5N       20220101000645100000005000 0500000000000222   
0601BLA5N       20220101000650100000005000 0500000000000238   
0601BLA5N       20220101000655100000005000 0500000000000251   
0601BLA5N       20220101000660100000005000 0500000000000266   
0601BLA5N       20220101000665100000005000 0500000000000279   
0601BLA5N       20220101000670100000005000 0500000000000293   
0601BLA5N       20220101000675100000005000 0500000000000306   
0601BLA5N       20220101000680100000005000 0500000000000319   
0601BLA5N       20220101000685100000005000 0500000000000333   
0601BLA5N       20220101000690100000005000 0500000000000345   
0601BLA5N       20220101000695100000005000 0500000000000358   
0601BLA5N       20220101000700100000005000 0500000000000372   
0601BLA5N       20220101000705100000005000 0500000000000383   
0601BLA5N       20220101000710100000005000 0500000000000396   
0601BLA5N       20220101000715100000005000 0500000000000408   
0601BLA5N       20220101000720100000005000 0500000000000421   
0601BLA5N       20220101000725100000005000 0500000000000433   
0601BLA5N       20220101000730100000005000 0500000000000444   
0601BLA5N       20220101000735100000005000 0500000000000456   
0601BLA5N       20220101000740100000005000 0500000000000467   
0601BLA5N       20220101000745100000005000 0500000000000479   
0601BLA5N       20220101000750100000005000 0500000000000490   
0601BLA5N       20220101000755100000005000 0500000000000502   
0601BLA5N       20220101000760100000005000 0500000000000513   
0601BLA5N       20220101000765100000005000 0500000000000524   
0601BLA5N       20220101000770100000005000 0500000000000535   
0601BLA5N       20220101000775100000005000 0500000000000545   
0601BLA5N       20220101000780100000005000 0500000000000557   
0601BLA5N       20220101000785100000005000 0500000000000568   
0601BLA5N       20220101000790100000005000 0500000000000578   
0601BLA5N       20220101000795100000005000 0500000000000588   
0601BLA5N       20220101000800100000005000 0500000000000598   
0601BLA5N       20220101000805100000005000 0500000000000608   
0601BLA5N       20220101000810100000005000 0500000000000619   
0601BLA5N       20220101000815100000005000 0500000000000629   
0601BLA5N       20220101000820100000005000 0500000000000638   
0601BLA5N       20220101000825100000005000 0500000000000649   
0601BLA5N       20220101000830100000005000 0500000000000659   
0601BLA5N       20220101000835100000005000 0500000000000670   
0601BLA5N       20220101000840100000005000 0500000000000680   
0601BLA5N       20220101000845100000005000 0500000000000691   
0601BLA5N       20220101000850100000005000 0500000000000701   
0601BLA5N       20220101000855100000005000 0500000000000711   
0601BLA5N       20220101000860100000005000 0500000000000721   
0601BLA5N       20220101000865100000005000 0500000000000731   
0601BLA5N       20220101000870100000005000 0500000000000740   
0601BLA5N       20220101000875100000005000 0500000000000751   
0601BLA5N       20220101000880100000005000 0500000000000760   
0601BLA5N       20220101000885100000005000 0500000000000770   
0601BLA5N       20220101000890100000005000 0500000000000779   
0601BLA5N       20220101000895100000005000 0500000000000789   
0601BLA5N       20220101000900100000005000 0500000000000798   
0601BLA5N       20220101000905100000005000 0500000000000807   
0601BLA5N       20220101000910100000005000 0500000000000816   
0601BLA5N       20220101000915100000005000 0500000000000825   
0601BLA5N       20220101000920100000005000 0500000000000834   
0601BLA5N       20220101000925100000005000 0500000000000843   
0601BLA5N       20220101000930100000005000 0500000000000853   
0601BLA5N       20220101000935100000005000 0500000000000861   
0601BLA5N       20220101000940100000005000 0500000000000869   
0601BLA5N       20220101000945100000005000 0500000000000878   
0601BLA5N       20220101000950100000005000 0500000000000887   
0601BLA5N       20220101000955100000005000 0500000000000895   
0601BLA5N       20220101000960100000005000 0500000000000904   
0601BLA5N       20220101000965100000005000 0500000000000912   
0601BLA5N       20220101000970100000005000 0500000000000920   
0601BLA5N       20220101000975100000005000 0500000000000929   
0601BLA5N       20220101000980100000005000 0500000000000936   
0601BLA5N       20220101000985100000005000 0500000000000945   
0601BLA5N       20220101000990100000005000 0500000000000953   
0601BLA5N       20220101000995100000005000 0500000000000961   
0601BLA5N       20220101001000100000005000 0500000000000970   
0601BLA5N       20220101001005100000005000 0500000000000977   
0601BLA5N       20220101001010100000005000 0500000000000985   
0601BLA5N       20220101001015100000005000 0500000000000993   
0601BLA5N       20220101001020100000005000 0500000000001000   
0601BLA5N       20220101001025100000005000 0500000000001008   
0601BLA5N       20220101001030100000005000 0500000000001016   
0601BLA5N       20220101001035100000005000 0500000000001024   
0601BLA5N       20220101001040100000005000 0500000000001031   
0601BLA5N       20220101001045100000005000 0500000000001039   
0601BLA5N       20220101001050100000005000 0500000000001046   
0601BLA5N       20220101001055100000005000 0500000000001053   
0601BLA5N       20220101001060100000005000 0500000000001061   
0601BLA5N       20220101001065100000005000 0500000000001068   
0601BLA5N       20220101001070100000005000 0500000000001075   
0601BLA5N       20220101001075100000005000 0500000000001082   
0601BLA5N       20220101001080100000005000 0500000000001089   
0601BLA5N       20220101001085100000005000 0500000000001096   
0601BLA5N       20220101001090100000005000 0500000000001103   
0601BLA5N       20220101001095100000005000 0500000000001110   
0601BLA5N       20220101001100100000005000 0500000000001117   
0601BLA5N       20220101001105100000005000 0500000000001123   
0601BLA5N       20220101001110100000005000 0500000000001130   
0601BLA5N       20220101001115100000005000 0500000000001137   
0601BLA5N       20220101001120100000005000 0500000000001144   
0601BLA5N       20220101001125100000005000 0500000000001150   
0601BLA5N       20220101001130100000005000 0500000000001158   
0601BLA5N       20220101001135100000005000 0500000000001165   
0601BLA5N       20220101001140100000005000 0500000000001173   
0601BLA5N       20220101001145100000005000 0500000000001181   
0601BLA5N       20220101001150100000005000 0500000000001188   
0601BLA5N       20220101001155100000005000 0500000000001195   
0601BLA5N       20220101001160100000005000 0500000000001203   
0601BLA5N       20220101001165100000005000 0500000000001210   
0601BLA5N       20220101001170100000005000 0500000000001217   
0601BLA5N       20220101001175100000005000 0500000000001225   
0601BLA5N       20220101001180100000005000 0500000000001231   
0601BLA5N       20220101001185100000005000 0500000000001239   
0601BLA5N       20220101001190100000005000 0500000000001246   
0601BLA5N       20220101001195100000005000 0500000000001253   
0601BLA5N       20220101001200100000005000 0500000000001260   
0601BLA5N       20220101001205100000005000 0500000000001268   
0601BLA5N       20220101001210100000005000 0500000000001274   
0601BLA5N       20220101001215100000005000 0500000000001281   
0601BLA5N       20220101001220100000005000 0500000000001288   
0601BLA5N       20220101001225100000005000 0500000000001295   
0601BLA5N       20220101001230100000005000 0500000000001302   
0601BLA5N       20220101001235100000005000 0500000000001309   
0601BLA5N       20220101001240100000005000 0500000000001316   
0601BLA5N       20220101001245100000005000 0500000000001323   
0601BLA5N       20220101001250100000005000 0500000000001329   
0601BLA5N       20220101001255100000005000 0500000000001336   
0601BLA5N       20220101001260100000005000 0500000000001343   
0601BLA5N       20220101001265100000005000 0500000000001350   
0601BLA5N       20220101001270100000005000 0500000000001356   
0601BLA5N       20220101001275100000005000 0500000000001363   
0601BLA5N       20220101001280100000005000 0500000000001369   
0601BLA5N       20220101001285100000005000 0500000000001376   
0601BLA5N       20220101001290100000005000 0500000000001383   
0601BLA5N       20220101001295100000005000 0500000000001389   
0601BLA5N       20220101001300100000005000 0500000000001395   
0601BLA5N       20220101001305100000005000 0500000000001401   
0601BLA5N       20220101001310100000005000 0500000000001407   
0601BLA5N       20220101001315100000005000 0500000000001413   
