00VD               20220112                                                                                   
0601VDB4N       20220101006850100000050000 0400000000003352   
0601VDB4N       20220101006900100000050000 0400000000003360   
0601VDB4N       20220101006950100000050000 0400000000003367   
0601VDB4N       20220101007000100000050000 0400000000003375   
0601VDB4N       20220101007050100000050000 0400000000003383   
0601VDB4N       20220101007100100000050000 0400000000003389   
0601VDB4N       20220101007150100000050000 0400000000003397   
0601VDB4N       20220101007200100000050000 0400000000003404   
0601VDB4N       20220101007250100000050000 0400000000003411   
0601VDB4N       20220101007300100000050000 0400000000003418   
0601VDB4N       20220101007350100000050000 0400000000003424   
0601VDB4N       20220101007400100000050000 0400000000003431   
0601VDB4N       20220101007450100000050000 0400000000003439   
0601VDB4N       20220101007500100000050000 0400000000003445   
0601VDB4N       20220101007550100000050000 0400000000003451   
0601VDB4N       20220101007600100000050000 0400000000003457   
0601VDB4N       20220101007650100000050000 0400000000003463   
0601VDB4N       20220101007700100000050000 0400000000003470   
0601VDB4N       20220101007750100000050000 0400000000003475   
0601VDB4N       20220101007800100000050000 0400000000003482   
0601VDB4N       20220101007850100000050000 0400000000003487   
0601VDB4N       20220101007900100000050000 0400000000003492   
0601VDB4N       20220101007950100000050000 0400000000003499   
0601VDB4N       20220101008000100000050000 0400000000003504   
0601VDB4N       20220101008050100000050000 0400000000003509   
0601VDB4N       20220101008100100000050000 0400000000003515   
0601VDB4N       20220101008150100000050000 0400000000003520   
0601VDB4N       20220101008200100000050000 0400000000003525   
0601VDB4N       20220101008250100000050000 0400000000003530   
0601VDB4N       20220101008300100000050000 0400000000003536   
0601VDB4N       20220101008350100000050000 0400000000003541   
0601VDB4N       20220101008400100000050000 0400000000003546   
0601VDB4N       20220101008450100000050000 0400000000003550   
0601VDB4N       20220101008500100000050000 0400000000003555   
0601VDB4N       20220101008550100000050000 0400000000003561   
0601VDB4N       20220101008600100000050000 0400000000003565   
0601VDB4N       20220101008650100000050000 0400000000003570   
0601VDB4N       20220101008700100000050000 0400000000003574   
0601VDB4N       20220101008750100000050000 0400000000003579   
0601VDB4N       20220101008800100000050000 0400000000003583   
0601VDB4N       20220101008850100000050000 0400000000003588   
0601VDB4N       20220101008900100000050000 0400000000003591   
0601VDB4N       20220101008950100000050000 0400000000003594   
0601VDB4N       20220101009000100000050000 0400000000003598   
0601VDB4N       20220101009050100000050000 0400000000003602   
0601VDB4N       20220101009100100000050000 0400000000003605   
0601VDB4N       20220101009150100000050000 0400000000003609   
0601VDB4N       20220101009200100000050000 0400000000003612   
0601VDB4N       20220101009250100000050000 0400000000003615   
0601VDB4N       20220101009300100000050000 0400000000003619   
0601VDB4N       20220101009350100000050000 0400000000003622   
0601VDB4N       20220101009400100000050000 0400000000003625   
0601VDB4N       20220101009450100000050000 0400000000003628   
0601VDB4N       20220101009500100000050000 0400000000003631   
0601VDB4N       20220101009550100000050000 0400000000003634   
0601VDB4N       20220101009600100000050000 0400000000003637   
0601VDB4N       20220101009650100000050000 0400000000003641   
0601VDB4N       20220101009700100000050000 0400000000003643   
0601VDB4N       20220101009750100000050000 0400000000003646   
0601VDB4N       20220101009800100000050000 0400000000003649   
0601VDB4N       20220101009850100000050000 0400000000003652   
0601VDB4N       20220101009900100000050000 0400000000003655   
0601VDB4N       20220101009950100000050000 0400000000003658   
0601VDB4N       20220101010000100040000000 0400000000003659   
0601VDB5N       20220101000000100000590000 0500000000000000   
0601VDB5N       20220101000590100000005000 0500000000000004   
0601VDB5N       20220101000595100000005000 0500000000000007   
0601VDB5N       20220101000600100000005000 0500000000000009   
0601VDB5N       20220101000605100000005000 0500000000000012   
0601VDB5N       20220101000610100000005000 0500000000000014   
0601VDB5N       20220101000615100000005000 0500000000000016   
0601VDB5N       20220101000620100000005000 0500000000000018   
0601VDB5N       20220101000625100000005000 0500000000000021   
0601VDB5N       20220101000630100000005000 0500000000000024   
0601VDB5N       20220101000635100000005000 0500000000000029   
0601VDB5N       20220101000640100000005000 0500000000000032   
0601VDB5N       20220101000645100000005000 0500000000000037   
0601VDB5N       20220101000650100000005000 0500000000000041   
0601VDB5N       20220101000655100000005000 0500000000000045   
0601VDB5N       20220101000660100000005000 0500000000000048   
0601VDB5N       20220101000665100000005000 0500000000000053   
0601VDB5N       20220101000670100000005000 0500000000000057   
0601VDB5N       20220101000675100000005000 0500000000000062   
0601VDB5N       20220101000680100000005000 0500000000000066   
0601VDB5N       20220101000685100000005000 0500000000000073   
0601VDB5N       20220101000690100000005000 0500000000000079   
0601VDB5N       20220101000695100000005000 0500000000000085   
0601VDB5N       20220101000700100000005000 0500000000000089   
0601VDB5N       20220101000705100000005000 0500000000000096   
0601VDB5N       20220101000710100000005000 0500000000000102   
0601VDB5N       20220101000715100000005000 0500000000000107   
0601VDB5N       20220101000720100000005000 0500000000000114   
0601VDB5N       20220101000725100000005000 0500000000000119   
0601VDB5N       20220101000730100000005000 0500000000000127   
0601VDB5N       20220101000735100000005000 0500000000000134   
0601VDB5N       20220101000740100000005000 0500000000000142   
0601VDB5N       20220101000745100000005000 0500000000000147   
0601VDB5N       20220101000750100000005000 0500000000000154   
0601VDB5N       20220101000755100000005000 0500000000000161   
0601VDB5N       20220101000760100000005000 0500000000000168   
0601VDB5N       20220101000765100000005000 0500000000000173   
0601VDB5N       20220101000770100000005000 0500000000000180   
0601VDB5N       20220101000775100000005000 0500000000000186   
0601VDB5N       20220101000780100000005000 0500000000000193   
0601VDB5N       20220101000785100000005000 0500000000000197   
0601VDB5N       20220101000790100000005000 0500000000000204   
0601VDB5N       20220101000795100000005000 0500000000000210   
0601VDB5N       20220101000800100000005000 0500000000000216   
0601VDB5N       20220101000805100000005000 0500000000000221   
0601VDB5N       20220101000810100000005000 0500000000000228   
0601VDB5N       20220101000815100000005000 0500000000000237   
0601VDB5N       20220101000820100000005000 0500000000000245   
0601VDB5N       20220101000825100000005000 0500000000000253   
0601VDB5N       20220101000830100000005000 0500000000000258   
0601VDB5N       20220101000835100000005000 0500000000000266   
0601VDB5N       20220101000840100000005000 0500000000000273   
0601VDB5N       20220101000845100000005000 0500000000000280   
0601VDB5N       20220101000850100000005000 0500000000000285   
0601VDB5N       20220101000855100000005000 0500000000000293   
0601VDB5N       20220101000860100000005000 0500000000000300   
0601VDB5N       20220101000865100000005000 0500000000000307   
0601VDB5N       20220101000870100000005000 0500000000000312   
0601VDB5N       20220101000875100000005000 0500000000000319   
0601VDB5N       20220101000880100000005000 0500000000000325   
0601VDB5N       20220101000885100000005000 0500000000000332   
0601VDB5N       20220101000890100000005000 0500000000000337   
0601VDB5N       20220101000895100000005000 0500000000000344   
0601VDB5N       20220101000900100000005000 0500000000000350   
0601VDB5N       20220101000905100000005000 0500000000000358   
0601VDB5N       20220101000910100000005000 0500000000000363   
0601VDB5N       20220101000915100000005000 0500000000000372   
0601VDB5N       20220101000920100000005000 0500000000000379   
0601VDB5N       20220101000925100000005000 0500000000000388   
0601VDB5N       20220101000930100000005000 0500000000000396   
0601VDB5N       20220101000935100000005000 0500000000000401   
0601VDB5N       20220101000940100000005000 0500000000000409   
0601VDB5N       20220101000945100000005000 0500000000000416   
0601VDB5N       20220101000950100000005000 0500000000000424   
0601VDB5N       20220101000955100000005000 0500000000000429   
0601VDB5N       20220101000960100000005000 0500000000000436   
0601VDB5N       20220101000965100000005000 0500000000000443   
0601VDB5N       20220101000970100000005000 0500000000000450   
0601VDB5N       20220101000975100000005000 0500000000000455   
0601VDB5N       20220101000980100000005000 0500000000000462   
0601VDB5N       20220101000985100000005000 0500000000000469   
0601VDB5N       20220101000990100000005000 0500000000000476   
0601VDB5N       20220101000995100000005000 0500000000000482   
0601VDB5N       20220101001000100000005000 0500000000000490   
0601VDB5N       20220101001005100000005000 0500000000000498   
0601VDB5N       20220101001010100000005000 0500000000000506   
0601VDB5N       20220101001015100000005000 0500000000000512   
0601VDB5N       20220101001020100000005000 0500000000000520   
0601VDB5N       20220101001025100000005000 0500000000000527   
0601VDB5N       20220101001030100000005000 0500000000000535   
0601VDB5N       20220101001035100000005000 0500000000000544   
0601VDB5N       20220101001040100000005000 0500000000000549   
0601VDB5N       20220101001045100000005000 0500000000000557   
0601VDB5N       20220101001050100000005000 0500000000000564   
0601VDB5N       20220101001055100000005000 0500000000000572   
0601VDB5N       20220101001060100000005000 0500000000000576   
0601VDB5N       20220101001065100000005000 0500000000000584   
0601VDB5N       20220101001070100000005000 0500000000000591   
0601VDB5N       20220101001075100000005000 0500000000000598   
0601VDB5N       20220101001080100000005000 0500000000000603   
0601VDB5N       20220101001085100000005000 0500000000000610   
0601VDB5N       20220101001090100000005000 0500000000000616   
0601VDB5N       20220101001095100000005000 0500000000000624   
